Language Name,Dialect(s) Name(s),Language Iso,Dialect(s) Iso,Language Glot,Dialect(s) Glot
Maran,"Alawa, Marra, Wandarang",,"alh, mec, wnd",mara1414,"alaw1244, mara1385, wand1263"
Marathic,"Katkari, Marathi-Konkani",,kfu,mara1416,"katk1238, mara1422"
Marau Wawa,,,,mara1417,
Marajo Sign Language,,,,mara1418,
Marauia-Castana,"Anauyá, Yabaâna-Mainatari",,ybn,mara1421,"anau1243, yaba1249"
Marathi-Konkani,"Goan Konkani, Old-Modern Marathi",,gom,mara1422,"goan1235, oldm1248"
Marachi-Khayo,"Khayo, Marachi",,"lko, lri",mara1423,"khay1238, mara1393"
Marba,Monogoy,mpg,,marb1239,mono1279
Marba-Musey-Ham,"Ham, Marba, Musey",,"mpg, mse",marb1244,"hama1241, marb1239, muse1242"
Mardin Sign Language,,dsz,,mard1245,
Marenje,,vmr,,mare1260,
Maremgi,,mrx,,mare1261,
Marfa,,mvu,,marf1238,
Margu,,mhg,,marg1251,
Margany-Gunya,"Gunya, Margany",,"gyy, zmc",marg1252,"guny1241, marg1253"
Margany,,zmc,,marg1253,
Margos-Yarowilca-Lauricocha Quechua,,qvm,,marg1254,
Marghi Central,"Gulak, Gwara (Marghi), Lassa, Wurga",mrt,,marg1265,"gula1275, gwar1244, lass1239, wurg1238"
Marghi South,,mfm,,marg1266,
Margi-Mandara-Mofu,"Bura-Marghi, Mandaraic, Mofuic",,,marg1267,"bura1296, mand1472, mofu1249"
Mari,"Eastern Mari, Western Mari",chm,"mhr, mrj",mari1278,"east2328, west2392"
Maritime Sign Language,,nsr,,mari1381,
Maria (India),"Abujmaria, Adewada, Bhamani Maria, Etapally Maria",mrr,,mari1414,"abuj1237, adew1237, bham1240, etap1240"
Maringic,"Khoibu, Maring Naga",,"nkb, nng",mari1415,"khoi1251, mari1416"
Maring Naga,,nng,,mari1416,
Marimanindji,,zmm,,mari1417,
Maringarr-Matige,"Maringarr, Marti Ke",,"zmt, zmg",mari1418,"mari1419, mart1254"
Maringarr,,zmt,,mari1419,
Marithielic,"Maridjabin, Maridan, Mariyedi, Marithiel, Marriammu",,"zmj, zmd, zmy, mfr, xru",mari1420,"mari1421, mari1422, mari1423, mari1424, marr1256"
Maridjabin,,zmj,,mari1421,
Maridan,,zmd,,mari1422,
Mariyedi,,zmy,,mari1423,
Marithiel,"Mare-Ammu, Marritjabin, Marri Yedi, Nuclear Marithiel",mfr,,mari1424,"mare1239, marr1240, marr1241, nucl1242"
Sunwadia,,mrb,,mari1426,
Marik,"Northern Marik, Southern Marik, Western Marik",dad,,mari1428,"nort2853, sout2875, west2531"
Mari (Madang Province),,hob,,mari1429,
Mariri,,mqi,,mari1430,
Mari (East Sepik Province),,mbx,,mari1432,
Marienberg,"Buna, Bungain, Elepi-Kamasau-Marienberg, Mandi-Muniwara",,"bvn, but",mari1433,"buna1277, bung1270, elep1241, mand1470"
Maring,"Central Maring, Eastern Maring, Kambegl, Karamba, Timbunki, Tsuwenki",mbw,,mari1435,"cent2121, east2513, kamb1304, kara1496, timb1252, tsuw1238"
Marind-Boazi-Yaqai,"Boazi, Marindic, Yaqayic",,,mari1437,"boaz1244, nucl1621, yaqa1245"
Maria (Papua New Guinea),"Amota, Didigaru, Gebi, Imila, Maria, Oibu, Uderi",mds,,mari1438,"amot1240, didi1260, gebi1241, imil1243, mari1439, oibu1239, uder1239"
Maricopa,,mrc,,mari1440,
Maritsauá,Arupai,msp,,mari1442,arup1240
Maric,"Eastern Maric, Northern Maric, Southern Maric, Yirandhali",,ljw,mari1445,"east2716, nort2757, sout2765, yira1239"
Maritime Polynesian Pidgin,,,,mari1446,
Maritimes-Southern New England Algonquian,"Northern Eastern Algonquian, Southern New England Algonquian",,,mari1452,"nort3414, sout3237"
Markweeta,"Northeast Marakwet, Almoo, Endo, Markweta-Chesongoch, Sambirir, Sengwer",enb,,mark1255,"nort3416, almo1242, endo1242, mark1258, samb1316, seng1286"
Marka,"Gassan, Nouna, Safané",rkm,,mark1256,"gass1238, noun1238, safa1244"
Markham,"Lower Markham, Upper Markham, Watut",,,mark1257,"lowe1411, uppe1423, watu1246"
Marma,,rmz,,marm1234,
Marovo,,mvo,,maro1244,
Maroua,"Baldemu, Giziga",,bdn,maro1246,"bald1241, gizi1243"
Marovo-Vangunu,"Marovo, Vangunu",,"mvo, mpr",maro1247,"maro1244, vang1243"
Marquesan,"North Marquesan, South Marquesan",,"mrq, mqm",marq1246,"nort2845, sout2866"
Marriammu,,xru,,marr1256,
Marrku-Wurrugu,"Margu, Wurrugu",,"mhg, wur",marr1257,"marg1251, wurr1238"
Marrngu,"Karadjeri, Mangala, Nyangumarta",,"gbd, mem, nna",marr1265,"kara1476, mang1383, nyan1301"
Marshallese,"Rälik, Ratak",mah,,mars1254,"rali1241, rata1243"
Martha's Vineyard Sign Language,,mre,,mart1251,
Marti Ke,,zmg,,mart1254,
Martuthunira,,vma,,mart1255,
Martu Wangka,"Kartujarra, Manyjilyjara, Puditara, Wangkajunga, Yulparitja",mpj,,mart1256,"kart1247, many1256, pudi1238, wang1288, yulp1238"
Martuwangkic,"Warnman-Wangka, Yulparija",,,mart1257,"warn1245, yulp1239"
Maru,"Dago' Lawng Bit, Gawan Naw', Hlo'lan, Laking, Lawng Hsu, Wa Khawk, Zagaran Mran",mhx,,maru1249,"dago1244, gawa1248, hlol1236, laki1245, lawn1238, wakh1246, zaga1238"
Marubo Subgroup,"Marúbo, Panoan Katukína",,"mzr, knt",maru1251,"maru1252, pano1254"
Marúbo,,mzr,,maru1252,
Maruic,"Leqic, Maru, Pela, Zaiwa",,"mhx, bxd, atb",maru1254,"leqi1234, maru1249, pela1242, zaiw1241"
Marwari (Pakistan),"Marwari Meghwar, Marwari Bhat, Marwari Bhil, Northern Marwari, Southern Marwari",mve,,marw1256,"marw1257, marw1258, marw1259, nort2653, sout2655"
Marwari (India),Barmeri,rwr,,marw1260,barm1242
Masaaba,"Lubutu, Lufumbo, Lusoba, Luwalasi, Manjiya, Luhugu",myx,,masa1299,"lubu1245, lugi1238, luso1235, luwa1243, ulub1244, ulud1238"
Masai,"Arusa, Damat, Iloodokilani, Kaputiei, Keekonyokie, Kisonko, Kore, Laitokitok, Loitai, Matapo, Moitanik, Parakuyo, Purko, Siria",mas,,masa1300,"arus1243, dama1269, iloo1238, kapu1243, keek1238, kiso1238, kore1282, lait1238, loit1238, mata1283, moit1238, para1304, purk1239, siri1270"
Macro-Masalit,"Massalat, Masalit, Surbakhal",,"mdg, mls, sbj",masa1301,"mass1262, nucl1440, surb1238"
Masadiit Itneg,"Masadiit Boliney, Masadiit Sallapadan",tis,,masa1307,"masa1308, masa1309"
Masacara,,,,masa1311,
Masana,"Banana, Bongor, Budugum, Bugudum, Central Masa, Gizay, Wina, Gumay, West Masa, Domo, Walia, Yagwa",mcn,,masa1322,"bana1304, bong1298, budu1264, bugu1248, cent2188, giza1238, wina1241, guma1259, west2705, domo1238, wali1272, yagw1244"
Masa,"North Masa, South Masa",,,masa1323,"nort3157, sout3146"
Masa-Gizey-Zumaya,"Gizey, Masana, Zumaya",,"mcn, zuy",masa1324,"gize1234, masa1322, zuma1239"
Masadiit,"Masadiit Itneg, Moyadan Itneg",,"tis, ity",masa1325,"masa1307, moya1235"
Masbate Sorsogon,,bks,,masb1237,
Masbatenyo,,msb,,masb1238,
Masbate-Sorsogon,"Masbate Sorsogon, Masbatenyo",,"bks, msb",masb1239,"masb1237, masb1238"
Masela-South Babar,"Central Masela, East Masela, Serili, Southeast Babar, West Masela",,"mxz, vme, sve, vbb, mss",mase1249,"cent2072, east2462, seri1255, sout2883, west2535"
Masenrempulu,"Duri, Enrekang, Maiwa (Indonesia), Malimpung",,"mvp, ptt, wmm, mli",mase1250,"duri1242, enre1239, maiw1250, mali1283"
Mashan,"Central Mashan Hmong, Northern Mashan Hmong, Southern Mashan Hmong, Western Mashan Hmong",,"hmm, hmp, hma, hmw",mash1238,"cent1394, nort1546, sout1556, west1507"
Mashi (Zambia),"Mashi, North Kwandu, South Kwandu",mho,,mash1267,"mash1268, nort2799, sout2815"
Mashi (Nigeria),,jms,,mash1269,
Mashco Piro,,cuj,,mash1270,
Mashi-Mbukushi,"Mashi (Zambia), Mbukushu",,"mho, mhw",mash1271,"mash1267, mbuk1240"
Masimasi,,ism,,masi1265,
Masiwang,,bnf,,masi1266,
Masikoro Malagasy,"Masikoro-Miary, Mikea, Vezo",msh,,masi1268,"masi1273, mike1243, vezo1235"
Maskoy Pidgin,,mhh,,mask1241,
Maskelynes,,klv,,mask1242,
Maslam,"Nuclear Maslam, Sao",msv,,masl1241,"nucl1689, saoo1238"
Masmaje,,mes,,masm1239,
Massalat,,mdg,,mass1262,
Massep,,mvs,,mass1263,
Matanawí,,,,mata1275,
Matagalpan,"Cacaopera, Matagalpa",,"ccr, mtn",mata1287,"caca1247, mata1288"
Matagalpa,,mtn,,mata1288,
Matacoan,"Mataguayo I, Mataguayo II",,,mata1289,"mata1290, mata1291"
Mataguayo I,"Maca, Nivaclé",,"mca, cag",mata1290,"maca1260, niva1238"
Mataguayo II,"Chorote, Wichi",,,mata1291,"chor1274, wich1261"
Matal,,mfh,,mata1306,
Matakam,"Cuvok, Mafa, Mefele",,"cuv, maf, mfj",mata1311,"cuvo1236, mafa1239, mefe1242"
Matangnga-Aralle-Tabulahan,"Aralle-Tabulahan, Bambam, Ulumanda'",,"atq, ptu, ulm",mata1312,"aral1243, bamb1270, ulum1237"
Matbat,,xmt,,matb1237,
Matengo,,mgv,,mate1258,
Matepi,,mqe,,mate1260,
Matengic,"Matengo, Mpoto, Ndendeule-Ngindo",,"mgv, mpa",mate1261,"mate1258, mpot1240, nden1251"
Matigsalug Manobo,"Kulamanen, Matig-Salud, Tala Ingod, Tigwa",mbt,,mati1250,"kula1279, mati1251, tala1286, tigw1237"
Matipuhy,"Nahukuá, Nuclear Matipuhy",mzo,,mati1253,"nahu1343, nucl1657"
Matis subgroup,"Matís, Mayoruna-Jandiatuba, Mayoruna-Amazon",,mpq,mati1254,"mati1255, mayo1270, mayo1271"
Matís,,mpq,,mati1255,
Matlatzincan,"Atzingo Matlatzinca, San Francisco Matlatzinca",,"ocu, mat",matl1258,"atzi1235, sanf1262"
Mator-Taigi-Karagas,"Karagas (Mator), Nuclear Mator, Taigi",mtm,,mato1250,"kara1461, nucl1288, taig1245"
Mato,"Bonea, Nanaya",met,,mato1252,"bone1251, nana1258"
Mato Grosso Arára,,axg,,mato1253,
Matses subgroup,"Demushbo, Korubo, Kulina Pano, Matsés",,"xor, xpk, mcf",mats1243,"demu1235, koru1247, kuli1255, mats1244"
Matsés,,mcf,,mats1244,
Matsi-Nan,"Machiguenga, Nanti",,"mcb, cox",mats1245,"mach1267, nant1250"
Mattole-Bear River,"Bear River, Mattole",mvb,,matt1238,"bear1242, matt1239"
Matumbi,Kuchi,mgw,,matu1259,kuch1248
Matukar,,mjk,,matu1261,
Matumbic,"Matumbi, Ndengereko",,"mgw, ndg",matu1263,"matu1259, nden1248"
Matya Samo,,stj,,maty1235,
Mawng,,mph,,maun1240,
Maunabudhuk and Bodhe Local Sign,,,,maun1242,
Maundadan Chetti,,cty,,maun1243,
Mauritian Sign Language,,lsy,,maur1240,
Mauwake,,mhl,,mauw1238,
Mavea Sign Language,,,,mave1234,
Mawa (Nigeria),,wma,,mawa1236,
Mawak,,mjj,,mawa1266,
Mawan,,mcz,,mawa1267,
Mawakwa,,,,mawa1268,
Mawa (Chad),,mcw,,mawa1270,
Mawayana,,mzx,,mawa1271,
Mawchi,"Gamti, Nuclear Mawchi, Padvi",mke,,mawc1242,"gamt1238, nucl1282, padv1238"
Mawes,,mgk,,mawe1251,
Maweti-Guarani,"Aweti-Guarani, Sateré-Mawé",,mav,mawe1252,"awet1245, sate1243"
Maxakalian,"Malali, Pataxó Hã-Ha-Hãe, Unclassified Maxakalian, Western Maxakali",,pth,maxa1246,"mala1432, pata1261, unun9898, west2636"
Maxakalí,,mbl,,maxa1247,
Maxakali Sign Language,,,,maxa1248,
Maxakali-Borum,"Borum, Maxakalian",,kqq,maxa1249,"kren1239, maxa1246"
Maxi Gbe,,mxl,,maxi1236,
Mayabic,"Mayaguduna, Nuclear Mayabic",,xmy,maya1279,"maya1280, nucl1332"
Mayaguduna,,xmy,,maya1280,
Maya Samo,"Bangassogo, Bounou, Gomboro, Kiembara",sym,,maya1281,"bang1362, boun1244, gomb1251, kiem1238"
Misool-Salawati Ma'ya,"Banlol, Batanta Ma'ya, Nuclear Ma'ya",slz,,maya1282,"banl1237, bata1296, nucl1465"
Mayangna,"Twahka-Bawihka, Panamahka",yan,,maya1285,"nica1250, pana1304"
"Maya, Chan Santa Cruz",,yus,,maya1286,
Mayan,"Core Mayan, Huastecan Mayan",,,maya1287,"core1254, huas1241"
Maya-Matbat,"Matbat, Raja Ampat Maya",,xmt,maya1288,"matb1237, raja1258"
Maykulan,"Mayi-Thakurti, Mayi-Yapi, Mayi-Kulan, Wunumara",mnt,"xyt, xyj, xyk, wnn",mayk1239,"mayi1234, mayi1235, mayi1236, wunu1234"
Mayogo-Bangba,"Bangba, Mayogo",,"bbe, mdm",mayo1260,"bang1345, mayo1261"
Mayogo,"Madipia, Madimadoko",mdm,,mayo1261,"madi1258, madi1259"
Mayoyao Ifugao,,ifu,,mayo1262,
Mayo,,mfy,,mayo1264,
Mayo (Brazil),,,,mayo1267,
Mayo Group,"Matis subgroup, Matses subgroup",,,mayo1269,"mati1254, mats1243"
Mayoruna-Jandiatuba,,,,mayo1270,
Mayoruna-Amazon,,,,mayo1271,
Mayoruna-Tabatinga,,,,mayo1272,
Mayoruna Branch,"Mayo Group, Mayoruna-Tabatinga",,,mayo1277,"mayo1269, mayo1272"
Mayo-Pasi,"Yessan-Mayo, Yimin-Bel",,yss,mayo1278,"yess1239, yimi1235"
Mazanderani,"Central Caspian, Kalarestaqi, Kelardashti, Ramsari, Tonekaboni, Gachsari, Galeshi of Mazanderan, Nuclear Mazanderani, Eastern Mazanderani, Western Mazanderani, Velatru",mzn,,maza1291,"cent2360, kala1412, kela1262, rams1234, tone1234, gach1240, gale1256, nucl1270, east2854, west2944, vela1234"
Mazatlán Mixe,,mzl,,maza1292,
Mazahua,"Central Mazahua, Michoacán Mazahua",,"maz, mmc",maza1293,"cent2144, mich1246"
Mazaltepec Zapotec,,zpy,,maza1294,
Mazatecan,"Chiquihuitlán Mazatec, Central Mazatec, Northwest Alta Mazatec, Valley Mazatec",,maq,maza1295,"chiq1250, maza1309, teco1234, vall1259"
Mazatlán Mazatec,"Loma Grande, Zoyaltitla",vmz,,maza1296,"loma1263, zoya1238"
Mazagway,"Kola (Mazagway), Musgoi",dkx,,maza1304,"kola1291, musg1253"
Mazanderani-Shahmirzadi,"Mazanderani, Shahmirzadi",,"mzn, srz",maza1305,"maza1291, shah1253"
Maza,,,,maza1306,
Central Mazatec,"Huautla Mazatec, Mazatlán Mazatec",,"mau, vmz",maza1309,"huau1238, maza1296"
Mba,,mfc,,mbaa1245,
Mbabaram,,vmb,,mbab1239,
Mbagani-Lwalwa,"Binji, Luna, Lwalu",,"bpj, luj, lwa",mbag1239,"binj1249, luna1244, lwal1238"
Mbaic,"Ma (Democratic Republic of Congo), Ndunga-Mba-Dongo",,msj,mbai1246,"made1252, ndun1247"
Central Wambo,"Dombondola, Mbadja, Mbalanhu",lnb,,mbal1255,"domd1234, mbad1234, mbal1262"
Mbala,,mdp,,mbal1257,
Mbala-Holu-Sondi (K.10),"Holu (K.10), Mbala-Sondi",,,mbal1259,"holu1246, mbal1260"
Mbala-Sondi,"Mbala, Sonde",,"mdp, shc",mbal1260,"mbal1257, sond1250"
Mbam-Nkam,"Nkambe, Southern Mbam-Nkam",,,mbam1249,"nkam1238, sout3350"
Mbam,"Nubaca, Nuclear Mbam",,baf,mbam1252,"nuba1241, nucl1802"
Mbam-Nkam Nun,"Baba, Bafanji, Bambalang, Bamun, Bangolan, Mungaka, Nun MCNB",,"bbw, bfj, bmo, bax, bgj, mhk",mbam1253,"baba1264, bafa1249, bamb1265, bamu1253, bang1356, mung1266, nunm1234"
Mbam-Bubi-Jarawan,"Bube, Jarawan, Mbam",,bvb,mbam1254,"bube1242, jara1262, mbam1252"
Mbangi,,mgn,,mban1262,
Mbandja,"Gbado, Kala",zmz,,mban1263,"gbad1235, kala1382"
Mbangala,"Nuclear Mbangala, Yongo",mxg,,mban1264,"nucl1380, yong1279"
Mbangwe,,zmn,,mban1268,
Rimanggudhinma,,zmv,,mbar1253,
Mbara-Yanga,"Mbara (Australia), Yanga (Australia)",mvl,,mbar1254,"mbar1261, yang1308"
Mbara (Chad),,mpk,,mbar1260,
Mbato,,gwa,,mbat1247,
Mbati,"Bolemba, Bonzio, Bwaka (Mbati), Mbati of Mbaïki",mdn,,mbat1248,"bole1246, bonz1238, bwak1245, mbat1249"
Mbay,"Bbate, Bédégué, Bédjou, Kan (Mbay), Mougo, Ngoka",myb,,mbay1241,"bbat1238, bede1243, bedj1244, kann1257, moug1238, ngok1244"
Mbedam,,xmd,,mbed1242,
Mbe,"Idum, Ikumtale, Odaje",mfo,,mbee1249,"idum1242, ikum1242, odaj1238"
Mbe',,mtk,,mbee1250,
Mbelime,,mql,,mbel1240,
Mbembe-Legbo,"Cross River Mbembe, Legboic",,mfn,mbem1251,"cros1244, legb1241"
Mbere-Mbamba,"Ampiini, Lesia, Liengi, Nkomo, Ntaana, Obaa, Okumu, Ombamba-Congo, Osele, Oyuomi",mdt,mbm,mber1257,"ampi1238, lesi1241, lien1234, nkom1240, ntaa1243, obaa1234, okum1234, omba1241, osel1234, oyuo1234"
Mbere (B.60),"Latege, Tsitsekeic",,teg,mber1262,"teke1275, tsit1235"
Mbesa,,zms,,mbes1238,
Mbessa,,emz,,mbes1239,
Mbeya,"Malila, Safwa",,"mgq, sbk",mbey1234,"mali1279, safw1238"
Mbiywom,,,,mbiy1238,
Mbo (Cameroon),"Bareko, Kekem, Melong, Santchou",mbo,,mboc1235,"bare1272, keke1238, melo1241, sant1411"
Mbodomo-Bofi,"Bofi, Gbaya-Mbodomo",,"bff, gmm",mbod1237,"bofi1238, gbay1281"
Mbo (Democratic Republic of Congo),,zmw,,mbod1238,
Mboi,"Banga (Nigeria), Handa, Gәna",moi,,mboi1246,"bang1349, hand1239, nucl1373"
Mboko,Ngare,mdu,,mbok1243,ngar1292
Mbole,"Botunga, Inja, Keembo, Nkimbe, Yaamba, Yaikole, Yaisu, Yangonda",mdq,,mbol1247,"botu1238, inja1238, keem1238, nkim1238, yaam1238, yaik1238, yais1238, yang1291"
Mbonga,,xmb,,mbon1252,
Mbongno,,bgu,,mbon1253,
Mbongno-Mvano,"Mbongno, Mvano-Ndunda",,bgu,mbon1254,"mbon1253, mvan1239"
Mbosi,,mdw,,mbos1242,
Mbour Sign Language,,,,mbou1245,
Mbowe,,mxo,,mbow1246,
Mbozi-Malawi Nyika,"Nyiha (Malawi), Nyiha (Tanzania)",,"nyr, nih",mboz1234,"nyih1239, nyih1240"
Mbozi,"Mbeya, Mwika, Nyika-Lambya",,,mboz1235,"mbey1234, mwik1240, nyik1250"
Mbre,,mka,,mbre1244,
Mbugu,"Cha kawaida, Cha ndani",mhd,,mbug1240,"chak1245, chan1289"
Mbugwe,,mgz,,mbug1242,
Mbugwe-Langi,"Langi, Mbugwe",,"lag, mgz",mbug1243,"lang1320, mbug1242"
Mbukushu,,mhw,,mbuk1240,
Mbuko,,mqb,,mbuk1243,
Mbuk,,bpc,,mbuk1244,
Mbulungish,,mbv,,mbul1258,
Mbula-Bwazza,"Bwazza, Mbula (Atlantic-Congo)",mbu,,mbul1260,"bwaz1238, mbul1261"
Mbule,,mlb,,mbul1262,
Mbula,"Gauru, Northern Mbula, Nuclear Mbula, Sakar",mna,,mbul1263,"gaur1239, nort2856, nucl1512, saka1290"
Mbum,"Gbete, Mbere (Mboum), Mboum",mdd,,mbum1254,"gbet1241, mber1254, mbou1244"
Mbumic,"Central Mbum, Mbum, Northern Mbum, Unclassified Mbum",,mdd,mbum1257,"cent2020, mbum1254, nort2773, unun9907"
Mbundu (H.20),"Kibala, Kimbundu, Mpinda, Nsongo",,"blv, kmb, pnd, nsx",mbun1247,"bolo1261, kimb1241, mpin1234, nson1238"
Mbunga,,mgy,,mbun1248,
Mbunda,,mck,,mbun1249,
Mburku,,bbt,,mbur1239,
Mbure-Yambassa,"Mbule, Yambassa (A.60)",,mlb,mbur1240,"mbul1262, nucl1746"
Ajumbu,,muc,,mbuu1238,
Mbwela,,mfu,,mbwe1238,
Mbwela-Mbunda,"Luimbi, Mbunda, Mbwela",,"lum, mck, mfu",mbwe1239,"luim1238, mbun1249, mbwe1238"
Mbyá Guaraní,"Baticola, Tambéopé",gun,,mbya1239,"bati1254, tamb1258"
Meakambut,,,,meak1234,
Meax,"Meyah, Moskona",,"mej, mtj",meax1236,"meya1236, mosk1236"
Medebur,,mjm,,mede1237,
Medefidrin,,dmf,,mede1238,
Media Lengua,"Cotopaxi Media Lengua, Salcedo Media Lengua, Yacubamba Media Lengua, Imbabura Media Lengua",mue,,medi1245,"coto1254, salc1240, yacu1234, imba1242"
Mediak,,mwx,,medi1249,
Medieval Greek,,,,medi1251,
Mednyj Aleut,,mud,,medn1235,
Medumba,Batongtou,byv,,medu1238,bato1244
Meemul-Tziij,"Meemul Ch'aab'al, Yucatec Maya Sign Language",,msd,meem1234,"meem1235, yuca1236"
Meemul Ch'aab'al,,,,meem1235,
Me'en,"Bodi, Tishena",mym,,meen1242,"bodi1253, tish1239"
Mee-Wodani,"Ekari, Wolani",,"ekg, wod",meew1234,"ekar1243, wola1243"
Mefele,"Muhura, Nuclear Mefele, Serak, Shugule",mfj,,mefe1242,"muhu1241, nucl1679, sera1269, shug1252"
Bangladesh Lyngam,,mef,,mega1243,
Megleno-Romanian,,ruq,,megl1237,
Meherrin,,,,mehe1242,
Mehek,,nux,,mehe1243,
Mehek-Pahi,"Mehek, Pahi",,"nux, lgt",mehe1244,"mehe1243, pahi1246"
Mehek Sign Language,,,,mehe1245,
Mehináku,,mmh,,mehi1240,
Mehri,"Nagdi, Yemeni Mehri, Eastern Yemeni Mehri, Western Yemeni Mehri",gdq,,mehr1241,"nagd1238, west2761, east2679, west2936"
Mekeo,"East Mekeo, North Mekeo, Northwest Mekeo, West Mekeo",mek,,meke1243,"east2455, nort2850, nort2851, west2528"
Mekeo-based pidgin,"Imunga Trade Language, Ioi Trade Jargon",,,meke1244,"imun1234, ioit1234"
Mek,"Eastern Mek, Western Mek",,,mekk1240,"east2504, west2585"
Mekmek,,mvk,,mekm1240,
Mekwei,,msf,,mekw1241,
Melanau,"Central Melanau, Daro-Matu Melanau, Sibu-Kanowit-Tanjong",,"mel, dro",mela1255,"cent2101, daro1239, sibu1259"
Mel,"Southern Mel, Northern Mel",,,mela1257,"bull1245, temn1245"
Melanau-Kajang,"Kajang, Melanau",,,mela1262,"kaja1255, mela1255"
Mele-Fila,"Fila, Mele",mxe,,mele1250,"fila1237, mele1251"
Mele-Futuna,"Futuna-Aniwa, Mele-Fila",,"fut, mxe",mele1252,"futu1245, mele1250"
Mel-Khaonh,"Khaonh, Mel (Cambodia)",hkn,,melk1242,"khao1245, melc1234"
Melo,,mfx,,melo1242,
Melpa,Tembagla,med,,melp1238,temb1274
Melpa-Tembagla,"Bo-Ung, Melpa",,"mux, med",melp1239,"boun1245, melp1238"
Membi-Mangbutu-Efe,"Mangbutu-Efe, Ndo, Unclassified Membi-Mangbutu-Efe",,ndp,memb1239,"mang1425, ndoo1242, uncl1501"
Memoni,,mby,,memo1238,
Mendankwe-Nkwen,"Mendankwe, Nkwen",mfd,,mend1261,"mend1262, nkwe1238"
Mende-Loma,"Loma, Mende-Bandi",,,mend1263,"loma1259, mend1264"
Mende-Bandi,"Bandi-Zialo, Mende-Loko",,,mend1264,"band1351, mend1265"
Mende-Loko,"Loko, Mende (Sierra Leone)",,"lok, men",mend1265,"loko1255, mend1266"
Mende (Sierra Leone),"Ko (Sierra Leone), Kpa (Sierra Leone), Sewawa, Waanjama",men,,mend1266,"kooo1243, kpaa1243, sewa1250, waan1239"
Mendalam Kayan,,xkd,,mend1267,
Mende (Papua New Guinea),,sim,,mend1268,
Mengaka,"Bagam, Bamendjing",xmg,,meng1264,"baga1277, bame1263"
Mengenic,"Lote, Mamusa-Mengen",,uvl,meng1266,"lote1237, mamu1256"
Mengen,"Bush Mengen, North Coast Mengen, South Coast Mengen",mee,,meng1267,"bush1249, nort2855, sout2876"
Menien,,,,meni1247,
Menka,,mea,,menk1238,
Menka-Atong,"Atong, Menka",,"ato, mea",menk1239,"aton1242, menk1238"
Menominee,,mez,,meno1252,
Menraq-Batek,"Batekic, Jedek, Jehai, Minriq",,"jhi, mnq",menr1235,"bate1268, jede1239, jeha1242, minr1238"
Mentawai-Nias-Sikule,"Mentawai, Nias-Sikule",,mwv,ment1248,"ment1249, nias1241"
Mentawai,"North Siberut, Pagai, Sakalagan, Saumanganja, Silabu, Simalegi, Sipura, South Siberut, Taikaku",mwv,,ment1249,"nort2830, paga1237, saka1288, saum1237, sila1249, sima1259, sipu1239, sout2848, taik1253"
Menterap,,,,ment1251,
Menya,,mcr,,meny1245,
Meoswar,,mvx,,meos1237,
Mephaa,"Azoyú Me'phaa, North-Central Mephaa",,tpc,meph1234,"azoy1236, nort3350"
Mepuri,,,,mepu1234,
Meramera,Lolobao,mxm,,mera1242,lolo1263
Middle-Modern English,"Irish Anglo-Norman, Macro-English, Middle English",,"yol, enm",merc1242,"east2834, macr1271, midd1317"
Merei,Winiv (Merei),lmb,,mere1242,wini1243
Merey,Dugur,meq,,mere1246,dugu1258
Meriam,"Boigu, Buglial, Bulgai, Tagota",ulk,,meri1244,"boig1238, bugl1238, bulg1264, tago1247"
Meri,"Dugwor, Merey, Zulgo-Gemzek",,"dme, meq, gnd",meri1245,"dugw1239, mere1246, zulg1242"
Merlav,"Matliwag, Mwerig, West Mwerelawa",mrm,,merl1237,"matl1238, mwer1250, west2512"
Meroitic,,xmr,,mero1237,
Mer,,mnu,,merr1239,
Meru,"Igembe, Igoji, Imenti, Miutini, Nuclear Meru, Tigania",mer,,meru1245,"igem1238, igoj1238, imen1238, miut1238, nucl1387, tiga1244"
Merwari,,wry,,merw1238,
Mesaka,Batomo,iyo,,mesa1245,bato1246
Mescalero-Chiricahua Apache,,apm,,mesc1238,
Mese,"East Mese, West-Central Mese, Zezagi",mci,,mese1244,"east2509, west2592, zeza1238"
Meskwaki,"Meskwakie, Sac",sac,,mesk1242,"mesk1243, sacc1239"
Mesme,"Bero, Zamre",zim,,mesm1239,"bero1246, zamr1238"
Mesmes,,mys,,mesm1243,
Gilit Mesopotamian Arabic,"Anatolian Cluster, Euphrates Cluster, Kawliya, Tigris Cluster",acm,,meso1252,"anat1256, euph1238, koli1251, tigr1275"
Meso Melanesian linkage,"Bali-Vitu, New Ireland-Northwest Solomonic linkage, Willaumez linkage",,,meso1253,"bali1280, newi1242, will1243"
Meso-Cordilleran,"Northern Alta, Southern Alta, South-Central Cordilleran",,"aqn, agy",meso1254,"nort2875, sout2905, sout3211"
Mesqan,,mvz,,mesq1240,
Messapic,,cms,,mess1244,
Meta',"Menemo, Moghamo",mgo,,meta1238,"mene1239, mogh1246"
Metlatónoc Mixtec,,mxv,,metl1238,
Mewari,"Gorawati, Khairari, Sarwari",mtr,,mewa1249,"gora1259, khai1246, sarw1239"
Mewati,,wtm,,mewa1250,
Mewahang,"Eastern Meohang, Western Meohang",,"emg, raf",mewa1252,"east2357, west2422"
Mewaric,"Gade Lohar, Kanjari, Mewari",,"gda, kft, mtr",mewa1253,"gade1236, kanj1259, mewa1249"
